file_name,title,display_id,upload_date,view_count,like_count,dislike_count,average_rating,creator,artist
Oingo Boingo Dead Man's Party-iypUpv9xelg.mp3,Oingo Boingo Dead Man's Party,iypUpv9xelg,20061016,4746470,24420,591,4.905557156,Oingo Boingo,Oingo Boingo
Eurythmics - Sweet Dreams (Are Made Of This) (Official Video)-qeMFqkcPYcg.mp3,Eurythmics - Sweet Dreams (Are Made Of This) (Official Video),qeMFqkcPYcg,20091025,249492101,2114673,42586,4.920480251,Eurythmics,Eurythmics
VISAGE - Fade To Grey [Rare Video 1981] HQ-vMPR6Ujop4k.mp3,VISAGE - Fade To Grey [Rare Video 1981] HQ,vMPR6Ujop4k,20131208,4115133,,,4.908586025,,
Madness - Our House-KwIe_sjKeAY.mp3,Madness - Our House,KwIe_sjKeAY,20081124,11793630,57234,1150,4.921239853,Madness,Madness
"SKA-P ""Cannabis"" (Videoclip Live In Woodstock Festival)-FvmAk7mXtUY.mp3","SKA-P ""Cannabis"" (Videoclip Live In Woodstock Festival)",FvmAk7mXtUY,20160317,1828591,11138,583,4.801616192,Ska-P,Ska-P
The Specials - Ghost Town-RZ2oXzrnti4.mp3,The Specials - Ghost Town,RZ2oXzrnti4,20150313,5652584,31230,843,4.894949913,The Specials,The Specials
ELVIS COSTELLO Alison 1977-C9GlC9GyF4Y.mp3,ELVIS COSTELLO Alison 1977,C9GlC9GyF4Y,20120721,2623980,11116,438,4.848364353,Elvis Costello,Elvis Costello
"Sublime with Rome ""Santeria"" Guitar Center Sessions on DIRECTV-U60W49hrbsw.mp3","Sublime with Rome ""Santeria"" Guitar Center Sessions on DIRECTV",U60W49hrbsw,20120811,3885750,16931,754,4.829460144,,
A FLOCK OF SEAGULLS - I RAN (LIVE)-a3ROofd1aA0.mp3,A FLOCK OF SEAGULLS - I RAN (LIVE),a3ROofd1aA0,20090821,548212,2941,80,4.894074917,,
Echo and the Bunnymen - The Killing Moon (Official Music Video)-LWz0JC7afNQ.mp3,Echo and the Bunnymen - The Killing Moon (Official Music Video),LWz0JC7afNQ,20140624,12179118,96603,2495,4.898463249,Echo And The Bunnymen,Echo And The Bunnymen
"The B-52's - ""Love Shack"" (Official Music Video)-9SOryJvTAGs.mp3","The B-52's - ""Love Shack"" (Official Music Video)",9SOryJvTAGs,20131202,20300128,108204,4690,4.832666874,The B-52's,The B-52's
The Cramps - Human Fly-9TR6QuOj-Gw.mp3,The Cramps - Human Fly,9TR6QuOj-Gw,20090618,2291138,14663,253,4.932153225,The Cramps,The Cramps
?Demented Are Go - Bodies in the basement - Psychobilly Meeting 2014-IlX_IFif93g.mp3,?Demented Are Go - Bodies in the basement - Psychobilly Meeting 2014,IlX_IFif93g,20140716,1789,10,0,5,,
Butthole Surfers - Pepper-CO8vBVUaKvk.mp3,Butthole Surfers - Pepper,CO8vBVUaKvk,20091129,13314051,97664,3983,4.843310833,Butthole Surfers,Butthole Surfers
Nekromantix  Who Killed The Cheerleader-fnUigQAzrZs.mp3,Nekromantix  Who Killed The Cheerleader,fnUigQAzrZs,20090521,155585,741,18,4.905138493,,
The Byrds - Turn! Turn! Turn! (To Everything There Is a Season) - 1965-GJbz0lieLbw.mp3,The Byrds - Turn! Turn! Turn! (To Everything There Is a Season) - 1965,GJbz0lieLbw,20140202,5224,28,0,5,,
The Mighty Mighty Bosstones- The Impression that I get (w/ lyrics)-vGRMhVMkQG0.mp3,The Mighty Mighty Bosstones- The Impression that I get (w/ lyrics),vGRMhVMkQG0,20110412,397791,2154,77,4.861945152,The Mighty Mighty Bosstones,The Mighty Mighty Bosstones
Corona - The Rhythm of the Night (HD 16:9)-pCfFOB-ESYU.mp3,Corona - The Rhythm of the Night (HD 16:9),pCfFOB-ESYU,20140628,1718051,11471,504,4.831649303,Corona,Corona
The Jam - Town Called Malice-YfpRm-p7qlY.mp3,The Jam - Town Called Malice,YfpRm-p7qlY,20091008,11211237,43533,1306,4.883548737,The Jam,The Jam
Joe Jackson - Steppin' Out-PJwt2dxx9yg.mp3,Joe Jackson - Steppin' Out,PJwt2dxx9yg,20160920,6385119,45351,1374,4.882172108,Joe Jackson,Joe Jackson
Messer Chups - Twin Peaks Twist --tZZHrK311aw.mp3,Messer Chups - Twin Peaks Twist -,tZZHrK311aw,20110908,233810,1941,25,4.949135304,,
ADAM AND THE ANTS-CHRISTIAN D'IOR-2_7rIxzcA8E.mp3,ADAM AND THE ANTS-CHRISTIAN D'IOR,2_7rIxzcA8E,20120529,32737,270,5,4.927272797,Adam Ant,Adam Ant
The Zombies - Time of the Season ((MONO)) 1969-aIvY8viuYf4.mp3,The Zombies - Time of the Season ((MONO)) 1969,aIvY8viuYf4,20161220,2649,49,0,5,The Zombies,The Zombies
Missing Persons - Destination Unknown-1WDly1Oc_P4.mp3,Missing Persons - Destination Unknown,1WDly1Oc_P4,20090311,2982243,16782,616,4.858374596,Missing Persons,Missing Persons
Squeeze - Tempted-3UuU4mX1qnk.mp3,Squeeze - Tempted,3UuU4mX1qnk,20070816,590302,1509,255,4.421768665,Squeeze,Squeeze
AKURAT: Przed Snem - S?oiczek Tiananmen-b1lEEzrt8hs.mp3,AKURAT: Przed Snem - S?oiczek Tiananmen,b1lEEzrt8hs,20121004,75327,389,9,4.909547806,Akurat,Akurat
LUNA ?? 'Free Somebody' MV-lpwG8f9nt4s.mp3,LUNA ?? 'Free Somebody' MV,lpwG8f9nt4s,20160530,10831712,212817,5356,4.901833057,?? (LUNA),?? (LUNA)
Stray Cats - Stray Cat Strut-KGWsTksejSM.mp3,Stray Cats - Stray Cat Strut,KGWsTksejSM,20110211,410449,1765,61,4.866374493,The Stray Cats,The Stray Cats
Goldfinger - SUPERMAN (MUSIC VIDEO)-WV2eFueTaNA.mp3,Goldfinger - SUPERMAN (MUSIC VIDEO),WV2eFueTaNA,20131224,109172,471,87,4.376344204,Goldfinger,Goldfinger
Hijo de la luna -  Mecano-lnGg93zVzjM.mp3,Hijo de la luna -  Mecano,lnGg93zVzjM,20090121,1832101,2880,64,4.913043499,Miguel Bos?,Miguel Bos?
Men At Work - Down Under (Video)-XfR9iY5y94s.mp3,Men At Work - Down Under (Video),XfR9iY5y94s,20130207,137857860,674656,20524,4.880917072,Men at Work,Men at Work
Zombie Ghost Train - R.I.P.-DSiLJQiOIVk.mp3,Zombie Ghost Train - R.I.P.,DSiLJQiOIVk,20061025,3187821,15743,502,4.876392841,,
Par?lisis Permanente - Autosuficiencia-6546lYWjkc8.mp3,Par?lisis Permanente - Autosuficiencia,6546lYWjkc8,20060706,148660,379,13,4.867346764,Paralisis Permanente,Paralisis Permanente
Kings Of Nuthin - Get Busy Livin or Get Busy Dyin-0ElT_SCZjUc.mp3,Kings Of Nuthin - Get Busy Livin or Get Busy Dyin,0ElT_SCZjUc,20090105,126718,530,9,4.933209419,The Kings Of Nuthin',The Kings Of Nuthin'
B-Movie - Nowhere Girl (1982)-aQfC7Ow5GHo.mp3,B-Movie - Nowhere Girl (1982),aQfC7Ow5GHo,20100122,887720,5963,109,4.928195,B-Movie,B-Movie
Anne Clark   Our Darkness  original  1984 High-4rK7oT1mnf8.mp3,Anne Clark   Our Darkness  original  1984 High,4rK7oT1mnf8,20120707,1091097,8116,266,4.873363495,Anne Clark,Anne Clark
Mad Sin - Cursed-8ImzYJn6A54.mp3,Mad Sin - Cursed,8ImzYJn6A54,20110527,27716,107,2,4.926605701,Mad Sin,Mad Sin
Calabrese - Voices of the Dead-20dZ4nkwnbU.mp3,Calabrese - Voices of the Dead,20dZ4nkwnbU,20130908,755,3,0,5,,
THE REZUREX DIA DE LOS MUERTOS-23k_rGT5Ogc.mp3,THE REZUREX DIA DE LOS MUERTOS,23k_rGT5Ogc,20060123,59816,149,5,4.870130062,,
The Litter/Action Woman-h2dCjHcfDpo.mp3,The Litter/Action Woman,h2dCjHcfDpo,20070207,195260,1068,16,4.940959454,The Litter,The Litter
The Mooney Suzuki - Alive & Amplified (Championship Edition)-TWyB-EoS-bM.mp3,The Mooney Suzuki - Alive & Amplified (Championship Edition),TWyB-EoS-bM,20100324,6716,36,3,4.692307472,,
Los Aut?nticos Decadentes - Amor (Ft. Mon Laferte) [MTV Unplugged]-Pvope7xOzHg.mp3,Los Aut?nticos Decadentes - Amor (Ft. Mon Laferte) [MTV Unplugged],Pvope7xOzHg,20180719,15209196,69303,5520,4.703485489,Los Aut?nticos Decadentes,Los Aut?nticos Decadentes
Amaral - El Universo Sobre mi-bQzVNk6HCYI.mp3,Amaral - El Universo Sobre mi,bQzVNk6HCYI,20070830,4315,14,0,5,Amaral,Amaral
Los Fresones Rebeldes - Al Amanecer-5mfvhreMLHs.mp3,Los Fresones Rebeldes - Al Amanecer,5mfvhreMLHs,20061204,3411461,7874,489,4.766112804,Los Fresones Rebeldes,Los Fresones Rebeldes
Terranova - Never (trip hop)-uWarRfskN9s.mp3,Terranova - Never (trip hop),uWarRfskN9s,20130204,9952,83,1,4.952381134,Terranova,Terranova
HOMBRES G Devuelveme A Mi Chica-4iJJCaSyoSw.mp3,HOMBRES G Devuelveme A Mi Chica,4iJJCaSyoSw,20090424,97880159,393862,16504,4.838832378,Hombres G,Hombres G
IRA - Nadzieja-bspOdr8tg6Y.mp3,IRA - Nadzieja,bspOdr8tg6Y,20121112,31843,112,3,4.895652294,,
Duncan Dhu - En Algun Lugar (Video clip)-H1eAvX-8g08.mp3,Duncan Dhu - En Algun Lugar (Video clip),H1eAvX-8g08,20100113,5859166,25766,741,4.888361454,Duncan Dhu,Duncan Dhu
Long Tall Texans :What Part Of Fuck Off Dont You Understand-A_luGCxZQ6M.mp3,Long Tall Texans :What Part Of Fuck Off Dont You Understand,A_luGCxZQ6M,20140501,876,10,0,5,,
Esplendor Geom?trico - Mosc? Est? Helado-B42TN8Zi0D4.mp3,Esplendor Geom?trico - Mosc? Est? Helado,B42TN8Zi0D4,20150906,371,3,0,5,Esplendor Geometrico,Esplendor Geometrico
Os Catalepticos - Hot Rod Funeral-2HnJtsNqObY.mp3,Os Catalepticos - Hot Rod Funeral,2HnJtsNqObY,20121130,2388,18,0,5,Os Catal?pticos,Os Catal?pticos
Frantic Flintstones- Twisted Retard-Gh965evQ78g.mp3,Frantic Flintstones- Twisted Retard,Gh965evQ78g,20120215,392,4,0,5,,
Duffy - Mercy-C0jp8jpVUfA.mp3,Duffy - Mercy,C0jp8jpVUfA,20080622,6110353,24872,733,4.88558054,Duffy,Duffy
Friday I'll Be Over U-DNug27GjhT0.mp3,Friday I'll Be Over U,DNug27GjhT0,20150811,23990,403,16,4.84725523,,
Lena - Satellite (Germany)-8QSgNM9yNjo.mp3,Lena - Satellite (Germany),8QSgNM9yNjo,20100324,58400934,213590,33761,4.454122067,,
??????? ???????????? - ?? ????????? ??? (Mad VMA 2010)-D2Z6evebWcs.mp3,??????? ???????????? - ?? ????????? ??? (Mad VMA 2010),D2Z6evebWcs,20100630,214517,777,30,4.851301193,,
Ivi Adamou - La La Love (Cyprus) 2012 Eurovision Song Contest Official Preview Video-Pedf_OQmcmI.mp3,Ivi Adamou - La La Love (Cyprus) 2012 Eurovision Song Contest Official Preview Video,Pedf_OQmcmI,20120317,12611806,51815,3755,4.729710102,,
Anna Vissi - EVERYTHING video-ykieAsZsvOE.mp3,Anna Vissi - EVERYTHING video,ykieAsZsvOE,20060321,1143982,2787,138,4.811282158,Anna Vissi,Anna Vissi
INNA - Nirvana | Official Music Video-OfS1jFck8YQ.mp3,INNA - Nirvana | Official Music Video,OfS1jFck8YQ,20171128,70812117,578029,20280,4.863982201,INNA,INNA
Eleftheria Eleftheriou-Aphrodisiac(Greece)-Eurovision Song Contest 2012 - on screen lyrics (HD)--9VMlly-SUY.mp3,Eleftheria Eleftheriou-Aphrodisiac(Greece)-Eurovision Song Contest 2012 - on screen lyrics (HD),-9VMlly-SUY,20130322,378833,1687,59,4.864833832,Nominees,Nominees
Antonis Remos - Ti imouna gia sena (Official song release - HQ)-pOl8YiSXitI.mp3,Antonis Remos - Ti imouna gia sena (Official song release - HQ),pOl8YiSXitI,20120310,21222,83,2,4.905882359,Antonis Remos,Antonis Remos
Jessy Matador // Allez Ola Ol?-VrjMaxX02wA.mp3,Jessy Matador // Allez Ola Ol?,VrjMaxX02wA,20100503,9834946,23406,1628,4.739873886,Jessy Matador,Jessy Matador
Paolo Meneguzzi - Musica (videoclip)-fYR1YouJlBk.mp3,Paolo Meneguzzi - Musica (videoclip),fYR1YouJlBk,20091115,3152509,14546,533,4.858611107,Paolo Meneguzzi,Paolo Meneguzzi
Despina Olympiou - An Me Thimasai (Cyprus) - LIVE - 2013 Semi-Final (1)-Ekx8mT-fR80.mp3,Despina Olympiou - An Me Thimasai (Cyprus) - LIVE - 2013 Semi-Final (1),Ekx8mT-fR80,20130515,183465,1313,102,4.711660862,,
Jewel - Who Will Save Your Soul (Official Video)-0wBDDAZkNtk.mp3,Jewel - Who Will Save Your Soul (Official Video),0wBDDAZkNtk,20091026,9811074,58741,2499,4.836829185,Jewel,Jewel
Wanessa Camargo - Mulher Gato (V?deo Oficial)-3pd56d7kSVM.mp3,Wanessa Camargo - Mulher Gato (V?deo Oficial),3pd56d7kSVM,20180426,5273310,126271,82348,3.418495655,Wanessa Camargo,Wanessa Camargo
The Script - Hall of Fame (Official Video) ft. will.i.am-mk48xRzuNvA.mp3,The Script - Hall of Fame (Official Video) ft. will.i.am,mk48xRzuNvA,20120821,361498644,2534139,50165,4.922150612,The Script,The Script
EUROVISION 2009 WINNER -NORWAY ALEXANDER RYBAK FAIRYTALE  -HQ STEREO-uiH4BFTELME.mp3,EUROVISION 2009 WINNER -NORWAY ALEXANDER RYBAK FAIRYTALE  -HQ STEREO,uiH4BFTELME,20090514,97255731,340487,17722,4.802142143,,
Mod? Tappeto Di Fragole con testo-0V5px6b_pu0.mp3,Mod? Tappeto Di Fragole con testo,0V5px6b_pu0,20111028,317998,1140,41,4.861134529,,
Cinema Bizarre - Lovesongs (They Kill Me) (Official)-kpYfZVJJ32w.mp3,Cinema Bizarre - Lovesongs (They Kill Me) (Official),kpYfZVJJ32w,20070828,1872893,10192,403,4.847852707,Cinema Bizarre,Cinema Bizarre
Edyta G?rniak - Kolorowy wiatr (FROM: POCAHONTAS) /AUDIO/-jXiMiwmkWhk.mp3,Edyta G?rniak - Kolorowy wiatr (FROM: POCAHONTAS) /AUDIO/,jXiMiwmkWhk,20140124,9173,50,1,4.921568394,Edyta G?rniak,Edyta G?rniak
"Zaz - Je veux (Studio version, HD)-7X9kpHB7Aow.mp3","Zaz - Je veux (Studio version, HD)",7X9kpHB7Aow,20101207,11258056,76371,2557,4.870630264,Zaz,Zaz
Toque Profundo - Viajero(acustico) Primer cover-g8K9LhtKBjA.mp3,Toque Profundo - Viajero(acustico) Primer cover,g8K9LhtKBjA,20131214,242,4,8,2.333333254,,
Cary Brothers - Blue Eyes-DKOqDcpyB7o.mp3,Cary Brothers - Blue Eyes,DKOqDcpyB7o,20110111,28457,228,2,4.96521759,,
Donkeyboy - Ambitions (HD)-0zRIH7Bnlvo.mp3,Donkeyboy - Ambitions (HD),0zRIH7Bnlvo,20091109,84926,305,10,4.873015881,Donkeyboy,Donkeyboy
Erik Hassle - No words - Sommarkrysset (TV4)-7I9eMdyoux4.mp3,Erik Hassle - No words - Sommarkrysset (TV4),7I9eMdyoux4,20150622,29264,113,16,4.503875732,,
ALESSANDRA MAESTRINI - TRUE COLORS (Drama n' Jazz)-5KLm5LKuNgg.mp3,ALESSANDRA MAESTRINI - TRUE COLORS (Drama n' Jazz),5KLm5LKuNgg,20130818,77456,1228,30,4.904610634,,
Tan Bionica - Ciudad Magica ( LETRA )-CR2ZJu8P_VI.mp3,Tan Bionica - Ciudad Magica ( LETRA ),CR2ZJu8P_VI,20121119,2139368,5363,198,4.857579708,Tan Bi?nica,Tan Bi?nica
Supernova - Maldito Amor-CKXSxPR7dyk.mp3,Supernova - Maldito Amor,CKXSxPR7dyk,20101219,285358,635,41,4.757396221,Supernova,Supernova
Just A Little Bit - Kids of 88-1cnifqa9LEw.mp3,Just A Little Bit - Kids of 88,1cnifqa9LEw,20100214,488558,3209,56,4.931393623,Kids Of 88,Kids Of 88
Blue - All Rise-RkWQDDv_qdg.mp3,Blue - All Rise,RkWQDDv_qdg,20090228,34941109,155353,4033,4.898838043,Blue,Blue
Jessica Simpson - With You (with lyrics)-ICr8I39kDJg.mp3,Jessica Simpson - With You (with lyrics),ICr8I39kDJg,20111015,448998,1508,39,4.899159431,Jessica Simpson,Jessica Simpson
RBD - S?lvame. [Clipe Oficial]-Erql0HMDLVs.mp3,RBD - S?lvame. [Clipe Oficial],Erql0HMDLVs,20140411,4973117,83694,1819,4.914977074,RBD,RBD
Azucar amargo--Fey-FJqF70dgV1k.mp3,Azucar amargo--Fey,FJqF70dgV1k,20120318,2583112,7361,555,4.719555378,Fey,Fey
A*Teens - Upside Down-ggiUMDccO0Y.mp3,A*Teens - Upside Down,ggiUMDccO0Y,20131112,8369141,33139,1728,4.801874638,,
Geri Halliwell - It's Raining Men-qqXUpe3jlkA.mp3,Geri Halliwell - It's Raining Men,qqXUpe3jlkA,20110729,9938724,50695,2238,4.831090927,Geri Halliwell,Geri Halliwell
5ive - Burning Season-RDvg6WljCd8.mp3,5ive - Burning Season,RDvg6WljCd8,20120709,1645,28,0,5,5ive,5ive
Andres Calamaro - Flaca (Video clip)-UCF9oHXhDMU.mp3,Andres Calamaro - Flaca (Video clip),UCF9oHXhDMU,20091214,94660214,240953,11525,4.817475796,Andr?s Calamaro,Andr?s Calamaro
David Bowie Starman (1972) official video-sI66hcu9fIs.mp3,David Bowie Starman (1972) official video,sI66hcu9fIs,20160112,6425578,51721,1276,4.903772354,,
"STONE TEMPLE PILOTS - ""Interstate Love Song"" (Official Music Video)-yjJL9DGU7Gg.mp3","STONE TEMPLE PILOTS - ""Interstate Love Song"" (Official Music Video)",yjJL9DGU7Gg,20091026,24604146,116334,3562,4.880481243,Stone Temple Pilots,Stone Temple Pilots
Killing Joke Love Like Blood 80s Classic HQ ( With Lyrics }-pB9xf8zl_wQ.mp3,Killing Joke Love Like Blood 80s Classic HQ ( With Lyrics },pB9xf8zl_wQ,20100312,78413,461,15,4.873949528,Killing Joke,Killing Joke
"Velvet Underground-""Sunday Morning"" from ""Velvet Underground and Nico"" LP-3qK82JvRY5s.mp3","Velvet Underground-""Sunday Morning"" from ""Velvet Underground and Nico"" LP",3qK82JvRY5s,20111104,3889044,21282,357,4.934084415,The Velvet Underground,The Velvet Underground
Ladytron - Destroy Everything You Touch [Official Music Video]-JTTwlAT_AwU.mp3,Ladytron - Destroy Everything You Touch [Official Music Video],JTTwlAT_AwU,20110124,2512612,19397,230,4.953125954,Ladytron,Ladytron
My Bloody Valentine - Only Shallow (Official Music Video)-FyYMzEplnfU.mp3,My Bloody Valentine - Only Shallow (Official Music Video),FyYMzEplnfU,20091029,1511548,12906,240,4.92697382,My Bloody Valentine,My Bloody Valentine
Fugazi-Waiting room-cMOAXm94VWo.mp3,Fugazi-Waiting room,cMOAXm94VWo,20080901,6900844,46251,1487,4.875507355,Fugazi,Fugazi
Eat Your Make Up - Fanatical Fog-9FVUQi-f3-c.mp3,Eat Your Make Up - Fanatical Fog,9FVUQi-f3-c,20081103,7472,53,0,5,,
"Prong - Snap your fingers, snap your neck-Cl-5TrGakWY.mp3","Prong - Snap your fingers, snap your neck",Cl-5TrGakWY,20060421,2248955,12761,393,4.880492687,Prong,Prong
Filter - Take A Picture (Official Music Video)-h8MAHQhKe7Q.mp3,Filter - Take A Picture (Official Music Video),h8MAHQhKe7Q,20100407,8585958,54175,1592,4.885810375,Filter,Filter
LARD..Forkboy.-g245nF7znI0.mp3,LARD..Forkboy.,g245nF7znI0,20130126,14006,91,2,4.913978577,Lard,Lard
Robbie Williams - Feel-iy4mXZN1Zzk.mp3,Robbie Williams - Feel,iy4mXZN1Zzk,20110107,131278317,514927,19107,4.856502533,Robbie Williams,Robbie Williams
Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato-3Q2j5ApzSqs.mp3,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,3Q2j5ApzSqs,20180523,28967425,642669,18533,4.886033058,Christina Aguilera,Christina Aguilera
"""Can't Stop The Feeling!"" Official Movie Clip | TROLLS-oWgTqLCLE8k.mp3","""Can't Stop The Feeling!"" Official Movie Clip | TROLLS",oWgTqLCLE8k,20161216,294785560,516861,104871,4.324911594,,
Monrose - Shame (offizielles Video)-GgC7hfI6lUI.mp3,Monrose - Shame (offizielles Video),GgC7hfI6lUI,20100125,5122638,13448,614,4.825345039,,
Cheryl Cole - Parachute (A Million Lights Tour 2012)-53CwqbP85hc.mp3,Cheryl Cole - Parachute (A Million Lights Tour 2012),53CwqbP85hc,20160913,19069,149,7,4.820512772,,
Sarah Connor - Wie sch?n du bist (Official Video)-1gDbpWC_9pE.mp3,Sarah Connor - Wie sch?n du bist (Official Video),1gDbpWC_9pE,20150522,50233706,190062,12777,4.7477355,Sarah Connor,Sarah Connor
Backstreet Boys - I Want It That Way-k-fHexausaY.mp3,Backstreet Boys - I Want It That Way,k-fHexausaY,20160212,2478067,28653,444,4.939004898,Backstreet Boys,Backstreet Boys
Girls Aloud   Sound Of The Underground Exclusive Flip & Fill Remix-k5Z4hBzd6I0.mp3,Girls Aloud   Sound Of The Underground Exclusive Flip & Fill Remix,k5Z4hBzd6I0,20141216,4745,37,3,4.699999809,,
Rachel Stevens - Some Girls/Sweet Dreams [Sheffield 21.05.15]-2uFE6U5wHFo.mp3,Rachel Stevens - Some Girls/Sweet Dreams [Sheffield 21.05.15],2uFE6U5wHFo,20150522,38609,107,6,4.787610531,,
"SAVATAGE ""HALL OF THE MOUNTAIN KING"" (HD) Official Video-mOKoLiOkWWQ.mp3","SAVATAGE ""HALL OF THE MOUNTAIN KING"" (HD) Official Video",mOKoLiOkWWQ,20120309,367351,3289,104,4.877394676,Savatage,Savatage
"BRUCE DICKINSON - Tears Of The Dragon (HQ Sound,HD,Lyrics) d46b's-X8TVaBs-TDo.mp3","BRUCE DICKINSON - Tears Of The Dragon (HQ Sound,HD,Lyrics) d46b's",X8TVaBs-TDo,20151129,53941,754,7,4.963206291,Bruce Dickinson,Bruce Dickinson
Andre Matos - Letting Go-2GK4lPWpCSg.mp3,Andre Matos - Letting Go,2GK4lPWpCSg,20070910,560869,2707,50,4.927457333,Andre Matos,Andre Matos
Andre Matos - Reason (Shaaman)-Kg7q2IaTAXk.mp3,Andre Matos - Reason (Shaaman),Kg7q2IaTAXk,20101027,5165,68,1,4.942028999,,
Hangar - The Reason Of Your Conviction-tMiFKb1APTM.mp3,Hangar - The Reason Of Your Conviction,tMiFKb1APTM,20080620,184443,1026,15,4.942363262,Hangar,Hangar
viper - you'll cowards don't even smoke crack-tsfnuyyjaB0.mp3,viper - you'll cowards don't even smoke crack,tsfnuyyjaB0,20130501,2040039,26691,1440,4.795556068,Viper,Viper
DR.SIN - Emotional Catastrophe (clipe)-5Z70-Z6V0DU.mp3,DR.SIN - Emotional Catastrophe (clipe),5Z70-Z6V0DU,20071006,210211,2255,17,4.970070362,,
Angel Dust - Unreal Soul-8VNGRgKJicM.mp3,Angel Dust - Unreal Soul,8VNGRgKJicM,20130612,974,12,0,5,,
Bittencourt Project - Dedicate My Soul (AudioArena Originals)-oqtJ4rvMyrA.mp3,Bittencourt Project - Dedicate My Soul (AudioArena Originals),oqtJ4rvMyrA,20160729,4027,139,1,4.971428394,,
NEVERMORE - Believe In Nothing (OFFICIAL VIDEO)-mT_oPFNJwEM.mp3,NEVERMORE - Believe In Nothing (OFFICIAL VIDEO),mT_oPFNJwEM,20090108,1177825,7524,156,4.918749809,Nevermore,Nevermore
Pearl Jam - Alive HQ-S_wFqbC15h4.mp3,Pearl Jam - Alive HQ,S_wFqbC15h4,20120930,499200,2072,69,4.871088505,Pearl Jam,Pearl Jam
Agressiva 69 nie wida? ko?ca  live Mi?dzyrzecz klub Kwinto 2013.09.05-5Rhj45D7yjU.mp3,Agressiva 69 nie wida? ko?ca  live Mi?dzyrzecz klub Kwinto 2013.09.05,5Rhj45D7yjU,20131006,175,0,0,0,,
Panic! At The Disco: High Hopes (Audio)-UKserM-i0_A.mp3,Panic! At The Disco: High Hopes (Audio),UKserM-i0_A,20180523,25246971,365432,8243,4.910080433,Panic! At The Disco,Panic! At The Disco
Hard-Fi - Hard To Beat [Official Video]-ch6qy0qdifc.mp3,Hard-Fi - Hard To Beat [Official Video],ch6qy0qdifc,20110428,1366910,8097,162,4.92154026,Hard-Fi,Hard-Fi
Morrissey - Suedehead (Official Music Video)-rjeMWCa716E.mp3,Morrissey - Suedehead (Official Music Video),rjeMWCa716E,20140121,888687,6335,144,4.911097527,Morrissey,Morrissey
Frank Zappa   Peaches En Regalia-RGQxI0G6mKk.mp3,Frank Zappa   Peaches En Regalia,RGQxI0G6mKk,20130610,891178,5458,139,4.900660992,Frank Zappa,Frank Zappa
Angry Samoans - Lights Out-cxS7a7GDqt0.mp3,Angry Samoans - Lights Out,cxS7a7GDqt0,20110803,103500,825,12,4.942652225,,
Timbaland - Apologize ft. OneRepublic-ZSM3w1v-A_Y.mp3,Timbaland - Apologize ft. OneRepublic,ZSM3w1v-A_Y,20090616,207319396,1306852,22177,4.9330616,Timbaland,Timbaland
Sunrise Avenue Fairytale Gone Bad Video Clip-77ey1aWDnyY.mp3,Sunrise Avenue Fairytale Gone Bad Video Clip,77ey1aWDnyY,20060816,9893310,26638,872,4.873209953,Sunrise Avenue,Sunrise Avenue
Daft Punk - Instant Crush (Video) ft. Julian Casablancas-a5uQMwRMHcs.mp3,Daft Punk - Instant Crush (Video) ft. Julian Casablancas,a5uQMwRMHcs,20131206,231849056,1200517,39395,4.872605324,Daft Punk,Daft Punk
Depeche Mode - Enjoy the Silence-aGSKrC7dGcY.mp3,Depeche Mode - Enjoy the Silence,aGSKrC7dGcY,20090225,128751001,585058,14153,4.905245781,Depeche Mode,Depeche Mode
Crystal Castles - Crimewave-OCwm08sTA5U.mp3,Crystal Castles - Crimewave,OCwm08sTA5U,20080517,5878971,50259,944,4.926343441,Crystal Castles,Crystal Castles
Bonanza Banzai - Induljon a banz?j! (HQ)-Lk47FUeSIuk.mp3,Bonanza Banzai - Induljon a banz?j! (HQ),Lk47FUeSIuk,20120225,222867,672,22,4.873198986,Bonanza Banzai,Bonanza Banzai
Recoil - Want (Renegade of Noise 808)-ebppvoBlK_E.mp3,Recoil - Want (Renegade of Noise 808),ebppvoBlK_E,20101016,172731,1438,24,4.934336662,,
FAKE - DONNA ROUGE-6mbrvq40psc.mp3,FAKE - DONNA ROUGE,6mbrvq40psc,20100713,61337,154,3,4.923566818,Fake,Fake
Sally Shapiro - I'll Be By Your Side (Extended mix)-Qe_yCI8I34I.mp3,Sally Shapiro - I'll Be By Your Side (Extended mix),Qe_yCI8I34I,20100710,9924,72,0,5,Sally Shapiro,Sally Shapiro
Red Flag - Russian Radio 1987 ( OFFICIAL VIDEO HD )-zdr0AjxcibM.mp3,Red Flag - Russian Radio 1987 ( OFFICIAL VIDEO HD ),zdr0AjxcibM,20111006,52603,437,11,4.901785851,Red Flag,Red Flag
Cook Da Books - Your Eyes - BO Du Film La Boum 2-5hYXy6yQPo0.mp3,Cook Da Books - Your Eyes - BO Du Film La Boum 2,5hYXy6yQPo0,20150831,93620,319,21,4.752941132,"Vladimir Cosma, Cook Da Books","Vladimir Cosma, Cook Da Books"
The Frozen Autumn - Is Everything Real-0X5hi-aZRXQ.mp3,The Frozen Autumn - Is Everything Real,0X5hi-aZRXQ,20120914,11420,107,2,4.926605701,The Frozen Autumn,The Frozen Autumn
